trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,numLegs,respID,qID,altID,obsID
Car|Bus|Uber/Lyft,20,30,0.1,0,0,0,10,27 - 33 minutes,3,1256,6,2,7536
Car,25,70,0.2,0,0,0,0,56 - 84 minutes,1,1256,6,3,7536
Uber/Lyft,10,60,0.1,0,0,10,5,54 - 66 minutes,1,1257,1,1,7537
Uber/Lyft|Bus|Uber/Lyft,10,30,0.05,5,0,5,10,28 - 32 minutes,3,1257,1,2,7537
Uber/Lyft|Bus|Uber/Lyft,10,70,0.2,0,5,10,5,56 - 84 minutes,3,1257,1,3,7537
Uber/Lyft,20,70,0.2,0,0,0,5,56 - 84 minutes,1,1257,2,1,7538
Taxi|Bus|Bus,20,70,0.05,5,5,5,0,66 - 74 minutes,3,1257,2,2,7538
Car|Bus|Taxi,25,30,0.1,10,10,0,5,27 - 33 minutes,3,1257,2,3,7538
Uber/Lyft|Bus|Bus,10,40,0.1,10,10,10,5,36 - 44 minutes,3,1257,3,1,7539
Taxi|Bus,25,30,0.2,10,0,0,0,24 - 36 minutes,2,1257,3,2,7539
Car,15,60,0.1,0,0,0,5,54 - 66 minutes,1,1257,3,3,7539
Uber/Lyft,10,40,0.2,0,0,0,10,32 - 48 minutes,1,1257,4,1,7540
Uber/Lyft,15,50,0.2,0,0,0,0,40 - 60 minutes,1,1257,4,2,7540
Uber/Lyft|Bus,25,50,0.05,5,0,0,0,48 - 52 minutes,2,1257,4,3,7540
Bus|Bus|Uber/Lyft,20,30,0.05,0,5,0,0,28 - 32 minutes,3,1257,5,1,7541
Taxi|Bus,30,50,0.05,0,5,5,5,48 - 52 minutes,2,1257,5,2,7541
Taxi|Bus|Bus,30,50,0.1,10,5,0,5,45 - 55 minutes,3,1257,5,3,7541
Bus,30,40,0.05,5,0,0,10,38 - 42 minutes,1,1257,6,1,7542
Car|Bus|Uber/Lyft,25,40,0.2,5,0,0,5,32 - 48 minutes,3,1257,6,2,7542
Uber/Lyft|Bus|Bus,30,70,0.1,5,10,10,0,63 - 77 minutes,3,1257,6,3,7542
Uber/Lyft|Bus|Uber/Lyft,30,70,0.05,0,5,0,0,66 - 74 minutes,3,1258,1,1,7543
Bus|Bus|Bus,15,30,0.05,10,5,0,5,28 - 32 minutes,3,1258,1,2,7543
Bus,25,30,0.05,10,10,0,0,28 - 32 minutes,1,1258,1,3,7543
Car|Bus|Uber/Lyft,30,70,0.2,0,5,10,5,56 - 84 minutes,3,1258,2,1,7544
Bus|Bus|Bus,25,30,0.1,10,5,0,10,27 - 33 minutes,3,1258,2,2,7544
Bus|Bus|Taxi,30,60,0.2,5,10,5,5,48 - 72 minutes,3,1258,2,3,7544
Bus|Bus|Uber/Lyft,20,40,0.05,0,5,10,0,38 - 42 minutes,3,1258,3,1,7545
Uber/Lyft,25,50,0.1,0,0,0,0,45 - 55 minutes,1,1258,3,2,7545
Uber/Lyft|Bus,30,30,0.1,0,10,0,5,27 - 33 minutes,2,1258,3,3,7545
Taxi,10,60,0.1,0,0,10,5,54 - 66 minutes,1,1258,4,1,7546
Uber/Lyft|Bus,10,70,0.05,5,0,5,10,66 - 74 minutes,2,1258,4,2,7546
Uber/Lyft,10,40,0.2,0,0,0,10,32 - 48 minutes,1,1258,4,3,7546
Taxi|Bus,30,60,0.05,0,10,5,5,57 - 63 minutes,2,1258,5,1,7547
Car|Bus|Bus,10,70,0.05,0,10,0,5,66 - 74 minutes,3,1258,5,2,7547
Bus,30,70,0.2,10,10,0,5,56 - 84 minutes,1,1258,5,3,7547
Car|Bus|Taxi,25,60,0.2,10,5,10,10,48 - 72 minutes,3,1258,6,1,7548
Bus,20,30,0.2,0,5,0,5,24 - 36 minutes,1,1258,6,2,7548
Bus|Bus|Taxi,10,70,0.05,0,5,0,10,66 - 74 minutes,3,1258,6,3,7548
Bus|Bus|Uber/Lyft,30,40,0.2,10,10,0,10,32 - 48 minutes,3,1259,1,1,7549
Taxi|Bus|Taxi,30,40,0.1,5,10,10,10,36 - 44 minutes,3,1259,1,2,7549
Uber/Lyft|Bus,30,40,0.2,0,0,0,10,32 - 48 minutes,2,1259,1,3,7549
Uber/Lyft|Bus,20,50,0.2,5,10,0,10,40 - 60 minutes,2,1259,2,1,7550
Taxi,20,30,0.2,0,0,5,5,24 - 36 minutes,1,1259,2,2,7550
Bus|Bus,25,70,0.1,0,0,0,10,63 - 77 minutes,2,1259,2,3,7550
Uber/Lyft|Bus,30,50,0.1,0,10,0,0,45 - 55 minutes,2,1259,3,1,7551
Uber/Lyft,20,70,0.1,0,0,10,5,63 - 77 minutes,1,1259,3,2,7551
Uber/Lyft|Bus,30,50,0.1,5,0,10,5,45 - 55 minutes,2,1259,3,3,7551
Bus,15,50,0.05,10,10,0,0,48 - 52 minutes,1,1259,4,1,7552
Uber/Lyft|Bus|Bus,10,60,0.1,0,5,0,5,54 - 66 minutes,3,1259,4,2,7552
Car,15,50,0.1,0,0,0,0,45 - 55 minutes,1,1259,4,3,7552
Uber/Lyft|Bus,15,50,0.1,0,10,5,0,45 - 55 minutes,2,1259,5,1,7553
Car|Bus,15,50,0.1,5,10,0,10,45 - 55 minutes,2,1259,5,2,7553
Bus,15,30,0.1,10,0,0,0,27 - 33 minutes,1,1259,5,3,7553
Taxi,15,70,0.2,0,0,0,0,56 - 84 minutes,1,1259,6,1,7554
Taxi|Bus,20,70,0.2,10,10,5,10,56 - 84 minutes,2,1259,6,2,7554
Car|Bus|Taxi,25,60,0.05,10,0,10,0,57 - 63 minutes,3,1259,6,3,7554
Bus,25,40,0.2,10,0,0,5,32 - 48 minutes,1,1260,1,1,7555
Car|Bus,20,70,0.2,0,5,0,10,56 - 84 minutes,2,1260,1,2,7555
Taxi|Bus|Taxi,20,70,0.1,5,10,10,10,63 - 77 minutes,3,1260,1,3,7555
Car|Bus,30,70,0.2,5,0,0,10,56 - 84 minutes,2,1260,2,1,7556
Uber/Lyft|Bus,15,30,0.05,5,10,10,5,28 - 32 minutes,2,1260,2,2,7556
Car|Bus|Taxi,25,60,0.1,0,0,10,5,54 - 66 minutes,3,1260,2,3,7556
Taxi|Bus,30,60,0.2,10,0,0,0,48 - 72 minutes,2,1260,3,1,7557
Bus,20,60,0.1,10,5,0,5,54 - 66 minutes,1,1260,3,2,7557
Taxi|Bus,15,50,0.1,0,10,10,10,45 - 55 minutes,2,1260,3,3,7557
Car|Bus,25,70,0.05,5,10,0,0,66 - 74 minutes,2,1260,4,1,7558
Uber/Lyft|Bus,25,40,0.05,0,0,5,0,38 - 42 minutes,2,1260,4,2,7558
Car,15,40,0.1,0,0,0,5,36 - 44 minutes,1,1260,4,3,7558
Uber/Lyft|Bus|Uber/Lyft,10,40,0.1,5,0,10,10,36 - 44 minutes,3,1260,5,1,7559
Taxi,25,40,0.2,0,0,5,0,32 - 48 minutes,1,1260,5,2,7559
Car|Bus|Taxi,15,30,0.2,10,10,0,10,24 - 36 minutes,3,1260,5,3,7559
Uber/Lyft,20,40,0.05,0,0,10,5,38 - 42 minutes,1,1260,6,1,7560
Car,25,50,0.2,0,0,0,5,40 - 60 minutes,1,1260,6,2,7560
Car,25,40,0.05,0,0,0,10,38 - 42 minutes,1,1260,6,3,7560
Car,25,40,0.1,0,0,0,10,36 - 44 minutes,1,1261,1,1,7561
Car|Bus|Uber/Lyft,10,30,0.1,5,5,0,5,27 - 33 minutes,3,1261,1,2,7561
Car,20,40,0.1,0,0,0,5,36 - 44 minutes,1,1261,1,3,7561
Uber/Lyft|Bus|Uber/Lyft,25,40,0.1,10,5,0,0,36 - 44 minutes,3,1261,2,1,7562
Car|Bus,20,40,0.05,10,5,0,0,38 - 42 minutes,2,1261,2,2,7562
Bus|Bus|Taxi,20,50,0.1,5,5,0,5,45 - 55 minutes,3,1261,2,3,7562
Taxi,30,30,0.05,0,0,10,0,28 - 32 minutes,1,1261,3,1,7563
Taxi,15,30,0.05,0,0,10,5,28 - 32 minutes,1,1261,3,2,7563
Bus|Bus|Taxi,10,30,0.2,5,5,5,10,24 - 36 minutes,3,1261,3,3,7563
Bus,20,50,0.05,10,5,0,10,48 - 52 minutes,1,1261,4,1,7564
Bus,20,40,0.1,0,0,0,5,36 - 44 minutes,1,1261,4,2,7564
Car|Bus,10,70,0.05,10,10,0,0,66 - 74 minutes,2,1261,4,3,7564
Bus|Bus|Uber/Lyft,30,50,0.1,10,0,10,10,45 - 55 minutes,3,1261,5,1,7565
Uber/Lyft|Bus,25,50,0.1,0,0,10,5,45 - 55 minutes,2,1261,5,2,7565
Bus,15,60,0.2,5,10,0,10,48 - 72 minutes,1,1261,5,3,7565
Bus,30,40,0.1,10,0,0,10,36 - 44 minutes,1,1261,6,1,7566
Taxi|Bus|Taxi,25,50,0.2,0,10,0,5,40 - 60 minutes,3,1261,6,2,7566
Car|Bus|Taxi,10,60,0.05,5,0,5,0,57 - 63 minutes,3,1261,6,3,7566
Car|Bus|Uber/Lyft,30,70,0.2,10,0,10,5,56 - 84 minutes,3,1262,1,1,7567
Car,20,30,0.1,0,0,0,10,27 - 33 minutes,1,1262,1,2,7567
Taxi|Bus,30,40,0.1,5,0,10,0,36 - 44 minutes,2,1262,1,3,7567
Car|Bus,15,60,0.1,10,5,0,0,54 - 66 minutes,2,1262,2,1,7568
Bus|Bus|Taxi,20,30,0.2,10,0,0,0,24 - 36 minutes,3,1262,2,2,7568
Taxi|Bus,30,60,0.05,10,0,5,10,57 - 63 minutes,2,1262,2,3,7568
Uber/Lyft,20,60,0.2,0,0,5,0,48 - 72 minutes,1,1262,3,1,7569
Taxi|Bus|Taxi,30,60,0.2,10,10,10,0,48 - 72 minutes,3,1262,3,2,7569
Taxi,30,30,0.1,0,0,0,0,27 - 33 minutes,1,1262,3,3,7569
Car,25,50,0.05,0,0,0,0,48 - 52 minutes,1,1262,4,1,7570
Bus|Bus|Taxi,30,40,0.2,0,10,0,10,32 - 48 minutes,3,1262,4,2,7570
Taxi|Bus,25,50,0.1,0,10,0,5,45 - 55 minutes,2,1262,4,3,7570
Taxi|Bus,25,30,0.2,0,10,5,5,24 - 36 minutes,2,1262,5,1,7571
Uber/Lyft|Bus,30,70,0.2,5,5,10,10,56 - 84 minutes,2,1262,5,2,7571
Car|Bus|Uber/Lyft,25,70,0.05,10,10,5,5,66 - 74 minutes,3,1262,5,3,7571
Car|Bus,20,50,0.1,5,0,0,10,45 - 55 minutes,2,1262,6,1,7572
Taxi|Bus|Taxi,20,40,0.2,5,10,10,10,32 - 48 minutes,3,1262,6,2,7572
Uber/Lyft|Bus|Bus,30,60,0.2,0,5,10,0,48 - 72 minutes,3,1262,6,3,7572
Car|Bus|Uber/Lyft,20,40,0.1,5,10,0,5,36 - 44 minutes,3,1263,1,1,7573
Car|Bus|Uber/Lyft,30,50,0.2,10,10,10,10,40 - 60 minutes,3,1263,1,2,7573
Taxi|Bus,15,40,0.2,5,5,0,5,32 - 48 minutes,2,1263,1,3,7573
Uber/Lyft|Bus,15,70,0.2,0,0,5,10,56 - 84 minutes,2,1263,2,1,7574
Bus,15,50,0.1,0,0,0,0,45 - 55 minutes,1,1263,2,2,7574
Car|Bus,10,60,0.05,0,5,0,10,57 - 63 minutes,2,1263,2,3,7574
Uber/Lyft|Bus,10,70,0.1,5,0,5,0,63 - 77 minutes,2,1263,3,1,7575
Uber/Lyft,10,40,0.2,0,0,0,10,32 - 48 minutes,1,1263,3,2,7575
Car|Bus,15,40,0.2,5,10,0,0,32 - 48 minutes,2,1263,3,3,7575
Bus|Bus|Uber/Lyft,20,60,0.1,5,10,5,5,54 - 66 minutes,3,1263,4,1,7576
Car|Bus|Taxi,20,60,0.05,10,5,5,5,57 - 63 minutes,3,1263,4,2,7576
Car|Bus|Taxi,10,60,0.05,0,0,0,0,57 - 63 minutes,3,1263,4,3,7576
Car|Bus,25,40,0.1,10,10,0,5,36 - 44 minutes,2,1263,5,1,7577
Car,30,30,0.1,0,0,0,10,27 - 33 minutes,1,1263,5,2,7577
Uber/Lyft|Bus,30,50,0.05,0,5,10,0,48 - 52 minutes,2,1263,5,3,7577
Car|Bus|Uber/Lyft,15,40,0.2,0,0,10,0,32 - 48 minutes,3,1263,6,1,7578
Car|Bus,30,60,0.1,0,0,0,10,54 - 66 minutes,2,1263,6,2,7578
Car|Bus|Taxi,20,70,0.2,10,0,5,5,56 - 84 minutes,3,1263,6,3,7578
Taxi|Bus|Taxi,30,40,0.1,10,0,0,0,36 - 44 minutes,3,1264,1,1,7579
Taxi|Bus,10,40,0.2,0,5,10,0,32 - 48 minutes,2,1264,1,2,7579
Taxi|Bus,15,50,0.1,10,5,0,0,45 - 55 minutes,2,1264,1,3,7579
Car|Bus|Taxi,10,70,0.05,5,0,10,10,66 - 74 minutes,3,1264,2,1,7580
Taxi|Bus,30,50,0.2,0,10,0,10,40 - 60 minutes,2,1264,2,2,7580
Car|Bus,10,60,0.2,5,5,0,10,48 - 72 minutes,2,1264,2,3,7580
Bus,20,40,0.05,10,10,0,5,38 - 42 minutes,1,1264,3,1,7581
Taxi|Bus,15,60,0.05,0,0,5,5,57 - 63 minutes,2,1264,3,2,7581
Uber/Lyft|Bus,30,30,0.05,10,10,10,5,28 - 32 minutes,2,1264,3,3,7581
Car,25,70,0.2,0,0,0,0,56 - 84 minutes,1,1264,4,1,7582
Car|Bus,25,30,0.05,10,0,0,10,28 - 32 minutes,2,1264,4,2,7582
Taxi|Bus,15,50,0.2,0,0,0,0,40 - 60 minutes,2,1264,4,3,7582
Taxi|Bus|Taxi,20,70,0.05,0,0,0,0,66 - 74 minutes,3,1264,5,1,7583
Car|Bus,20,40,0.1,5,10,0,5,36 - 44 minutes,2,1264,5,2,7583
Taxi|Bus,10,40,0.05,10,10,0,5,38 - 42 minutes,2,1264,5,3,7583
Car|Bus|Taxi,10,60,0.1,10,10,0,0,54 - 66 minutes,3,1264,6,1,7584
Bus|Bus|Taxi,10,50,0.05,10,10,0,10,48 - 52 minutes,3,1264,6,2,7584
Taxi|Bus,20,60,0.2,10,5,10,0,48 - 72 minutes,2,1264,6,3,7584
Taxi,30,40,0.1,0,0,5,0,36 - 44 minutes,1,1265,1,1,7585
Taxi,15,30,0.05,0,0,5,5,28 - 32 minutes,1,1265,1,2,7585
Car|Bus,25,30,0.1,0,5,0,5,27 - 33 minutes,2,1265,1,3,7585
Car,30,40,0.2,0,0,0,10,32 - 48 minutes,1,1265,2,1,7586
Car,20,70,0.1,0,0,0,10,63 - 77 minutes,1,1265,2,2,7586
Taxi,15,60,0.2,0,0,0,0,48 - 72 minutes,1,1265,2,3,7586
Taxi,20,40,0.1,0,0,10,0,36 - 44 minutes,1,1265,3,1,7587
Uber/Lyft|Bus|Bus,25,50,0.2,10,0,10,10,40 - 60 minutes,3,1265,3,2,7587
Car|Bus|Uber/Lyft,15,40,0.05,10,10,0,5,38 - 42 minutes,3,1265,3,3,7587
Car,30,60,0.2,0,0,0,10,48 - 72 minutes,1,1265,4,1,7588
Car|Bus,20,30,0.05,0,10,0,5,28 - 32 minutes,2,1265,4,2,7588
Car|Bus|Uber/Lyft,10,70,0.1,0,10,5,0,63 - 77 minutes,3,1265,4,3,7588
Bus,10,70,0.05,0,0,0,0,66 - 74 minutes,1,1265,5,1,7589
Uber/Lyft,10,30,0.05,0,0,5,10,28 - 32 minutes,1,1265,5,2,7589
Uber/Lyft,25,60,0.05,0,0,0,0,57 - 63 minutes,1,1265,5,3,7589
Uber/Lyft|Bus|Uber/Lyft,30,70,0.2,0,10,0,0,56 - 84 minutes,3,1265,6,1,7590
Bus,30,50,0.2,10,5,0,5,40 - 60 minutes,1,1265,6,2,7590
Bus|Bus|Taxi,10,30,0.1,0,0,0,10,27 - 33 minutes,3,1265,6,3,7590
Bus,30,60,0.2,0,5,0,10,48 - 72 minutes,1,1266,1,1,7591
Taxi,30,30,0.1,0,0,0,5,27 - 33 minutes,1,1266,1,2,7591
Uber/Lyft|Bus,25,30,0.05,0,10,5,5,28 - 32 minutes,2,1266,1,3,7591
Uber/Lyft|Bus|Bus,15,60,0.2,5,0,0,10,48 - 72 minutes,3,1266,2,1,7592
Taxi|Bus|Bus,15,60,0.2,10,5,0,10,48 - 72 minutes,3,1266,2,2,7592
Taxi|Bus,15,50,0.2,10,0,0,10,40 - 60 minutes,2,1266,2,3,7592
Car|Bus,30,60,0.2,0,10,0,0,48 - 72 minutes,2,1266,3,1,7593
Bus|Bus|Uber/Lyft,20,60,0.1,5,5,0,5,54 - 66 minutes,3,1266,3,2,7593
Uber/Lyft|Bus|Bus,20,30,0.05,0,0,0,5,28 - 32 minutes,3,1266,3,3,7593
Taxi|Bus,25,70,0.05,0,5,10,0,66 - 74 minutes,2,1266,4,1,7594
Car,20,30,0.2,0,0,0,0,24 - 36 minutes,1,1266,4,2,7594
Bus|Bus|Bus,30,40,0.1,5,0,0,0,36 - 44 minutes,3,1266,4,3,7594
Uber/Lyft|Bus,15,60,0.05,0,5,5,0,57 - 63 minutes,2,1266,5,1,7595
Bus,30,60,0.1,10,5,0,5,54 - 66 minutes,1,1266,5,2,7595
Taxi|Bus,20,30,0.2,0,10,0,5,24 - 36 minutes,2,1266,5,3,7595
Uber/Lyft,25,60,0.1,0,0,0,0,54 - 66 minutes,1,1266,6,1,7596
Uber/Lyft|Bus|Bus,30,60,0.2,0,5,0,5,48 - 72 minutes,3,1266,6,2,7596
Car|Bus|Uber/Lyft,25,60,0.05,10,5,5,10,57 - 63 minutes,3,1266,6,3,7596
Car|Bus|Uber/Lyft,20,30,0.05,5,10,5,10,28 - 32 minutes,3,1267,1,1,7597
Uber/Lyft,30,70,0.1,0,0,0,10,63 - 77 minutes,1,1267,1,2,7597
Car,25,40,0.05,0,0,0,10,38 - 42 minutes,1,1267,1,3,7597
Bus,20,50,0.05,5,0,0,5,48 - 52 minutes,1,1267,2,1,7598
Bus,10,40,0.05,10,5,0,0,38 - 42 minutes,1,1267,2,2,7598
Bus,25,60,0.1,5,10,0,5,54 - 66 minutes,1,1267,2,3,7598
Car,30,50,0.2,0,0,0,10,40 - 60 minutes,1,1267,3,1,7599
Car|Bus|Taxi,10,60,0.05,0,10,0,0,57 - 63 minutes,3,1267,3,2,7599
Car|Bus|Uber/Lyft,20,30,0.2,5,10,10,10,24 - 36 minutes,3,1267,3,3,7599
Uber/Lyft,15,30,0.2,0,0,0,10,24 - 36 minutes,1,1267,4,1,7600
Taxi,10,70,0.2,0,0,5,10,56 - 84 minutes,1,1267,4,2,7600
Taxi|Bus|Bus,20,30,0.2,0,10,5,0,24 - 36 minutes,3,1267,4,3,7600
Bus|Bus|Uber/Lyft,15,70,0.05,10,0,10,0,66 - 74 minutes,3,1267,5,1,7601
Taxi|Bus,15,40,0.1,0,0,0,5,36 - 44 minutes,2,1267,5,2,7601
Uber/Lyft|Bus|Bus,15,40,0.05,0,5,5,0,38 - 42 minutes,3,1267,5,3,7601
Car|Bus,25,60,0.1,0,10,0,10,54 - 66 minutes,2,1267,6,1,7602
Car|Bus|Taxi,15,50,0.2,5,10,5,10,40 - 60 minutes,3,1267,6,2,7602
Bus,15,50,0.2,10,0,0,10,40 - 60 minutes,1,1267,6,3,7602
Bus,15,30,0.1,5,0,0,0,27 - 33 minutes,1,1268,1,1,7603
Taxi,20,50,0.2,0,0,10,10,40 - 60 minutes,1,1268,1,2,7603
Taxi|Bus,15,60,0.05,0,0,10,0,57 - 63 minutes,2,1268,1,3,7603
Taxi|Bus|Bus,10,50,0.2,0,10,10,5,40 - 60 minutes,3,1268,2,1,7604
Taxi|Bus|Taxi,15,30,0.05,5,0,0,0,28 - 32 minutes,3,1268,2,2,7604
Car,10,30,0.05,0,0,0,5,28 - 32 minutes,1,1268,2,3,7604
Car|Bus|Taxi,10,60,0.1,5,5,5,5,54 - 66 minutes,3,1268,3,1,7605
Uber/Lyft|Bus,10,30,0.2,10,10,0,0,24 - 36 minutes,2,1268,3,2,7605
Car|Bus|Uber/Lyft,30,60,0.1,10,10,10,5,54 - 66 minutes,3,1268,3,3,7605
Car|Bus,25,40,0.1,5,5,0,0,36 - 44 minutes,2,1268,4,1,7606
Car,15,40,0.2,0,0,0,5,32 - 48 minutes,1,1268,4,2,7606
Uber/Lyft|Bus|Bus,30,30,0.1,5,0,10,10,27 - 33 minutes,3,1268,4,3,7606
Taxi|Bus,25,30,0.1,10,5,0,5,27 - 33 minutes,2,1268,5,1,7607
Car|Bus|Bus,15,50,0.2,5,5,0,5,40 - 60 minutes,3,1268,5,2,7607
Car|Bus|Uber/Lyft,25,30,0.2,0,5,0,5,24 - 36 minutes,3,1268,5,3,7607
Car|Bus|Taxi,30,40,0.2,0,0,0,0,32 - 48 minutes,3,1268,6,1,7608
Car|Bus,15,50,0.05,0,0,0,10,48 - 52 minutes,2,1268,6,2,7608
Car,30,50,0.2,0,0,0,0,40 - 60 minutes,1,1268,6,3,7608
Taxi|Bus,10,50,0.2,10,10,10,10,40 - 60 minutes,2,1269,1,1,7609
Car|Bus|Taxi,25,30,0.2,5,0,5,10,24 - 36 minutes,3,1269,1,2,7609
Car|Bus|Uber/Lyft,25,50,0.05,5,5,5,5,48 - 52 minutes,3,1269,1,3,7609
Taxi|Bus,15,60,0.05,0,5,0,10,57 - 63 minutes,2,1269,2,1,7610
Taxi,10,50,0.05,0,0,5,5,48 - 52 minutes,1,1269,2,2,7610
Uber/Lyft|Bus,25,50,0.1,5,5,10,10,45 - 55 minutes,2,1269,2,3,7610
Uber/Lyft|Bus|Bus,10,70,0.2,10,0,0,10,56 - 84 minutes,3,1269,3,1,7611
Bus|Bus|Uber/Lyft,20,50,0.1,10,0,0,5,45 - 55 minutes,3,1269,3,2,7611
Uber/Lyft,30,30,0.1,0,0,10,10,27 - 33 minutes,1,1269,3,3,7611
Bus,30,60,0.2,10,10,0,0,48 - 72 minutes,1,1269,4,1,7612
Car|Bus|Uber/Lyft,20,50,0.1,0,0,10,5,45 - 55 minutes,3,1269,4,2,7612
Uber/Lyft|Bus|Bus,25,60,0.2,10,5,10,0,48 - 72 minutes,3,1269,4,3,7612
Taxi,10,50,0.2,0,0,10,5,40 - 60 minutes,1,1269,5,1,7613
Car|Bus|Taxi,25,40,0.1,10,5,10,10,36 - 44 minutes,3,1269,5,2,7613
Bus|Bus,25,30,0.2,5,0,0,0,24 - 36 minutes,2,1269,5,3,7613
Taxi|Bus,25,50,0.1,5,10,10,5,45 - 55 minutes,2,1269,6,1,7614
Car,25,30,0.1,0,0,0,10,27 - 33 minutes,1,1269,6,2,7614
Taxi|Bus|Taxi,30,60,0.1,5,5,5,10,54 - 66 minutes,3,1269,6,3,7614
Car|Bus|Uber/Lyft,15,70,0.2,10,10,5,10,56 - 84 minutes,3,1270,1,1,7615
Car|Bus,30,30,0.1,0,0,0,5,27 - 33 minutes,2,1270,1,2,7615
Uber/Lyft,10,40,0.1,0,0,5,5,36 - 44 minutes,1,1270,1,3,7615
Car|Bus,15,50,0.05,10,5,0,5,48 - 52 minutes,2,1270,2,1,7616
Car,15,60,0.1,0,0,0,5,54 - 66 minutes,1,1270,2,2,7616
Taxi|Bus,25,30,0.05,5,10,10,0,28 - 32 minutes,2,1270,2,3,7616
Car,25,30,0.2,0,0,0,0,24 - 36 minutes,1,1270,3,1,7617
Car,10,30,0.1,0,0,0,5,27 - 33 minutes,1,1270,3,2,7617
Car,30,70,0.1,0,0,0,5,63 - 77 minutes,1,1270,3,3,7617
Taxi|Bus,30,70,0.1,10,10,0,10,63 - 77 minutes,2,1270,4,1,7618
Bus,25,40,0.2,10,0,0,0,32 - 48 minutes,1,1270,4,2,7618
Bus|Bus|Taxi,25,30,0.1,0,0,0,5,27 - 33 minutes,3,1270,4,3,7618
Taxi|Bus,20,50,0.05,5,10,10,5,48 - 52 minutes,2,1270,5,1,7619
Car|Bus|Taxi,10,30,0.05,5,0,10,0,28 - 32 minutes,3,1270,5,2,7619
Car|Bus|Taxi,10,40,0.05,10,10,0,0,38 - 42 minutes,3,1270,5,3,7619
Car|Bus|Taxi,10,50,0.1,0,0,10,0,45 - 55 minutes,3,1270,6,1,7620
Bus,25,50,0.2,0,5,0,5,40 - 60 minutes,1,1270,6,2,7620
Uber/Lyft,10,50,0.1,0,0,10,0,45 - 55 minutes,1,1270,6,3,7620
Taxi|Bus,20,30,0.1,10,0,5,0,27 - 33 minutes,2,1271,1,1,7621
Taxi,20,30,0.05,0,0,10,0,28 - 32 minutes,1,1271,1,2,7621
Taxi,15,70,0.05,0,0,10,0,66 - 74 minutes,1,1271,1,3,7621
Taxi|Bus|Bus,15,40,0.1,10,0,5,5,36 - 44 minutes,3,1271,2,1,7622
Uber/Lyft,25,30,0.2,0,0,5,0,24 - 36 minutes,1,1271,2,2,7622
Taxi|Bus|Taxi,20,60,0.05,10,0,0,0,57 - 63 minutes,3,1271,2,3,7622
Car,20,70,0.05,0,0,0,10,66 - 74 minutes,1,1271,3,1,7623
Car|Bus|Uber/Lyft,20,70,0.2,10,10,10,5,56 - 84 minutes,3,1271,3,2,7623
Uber/Lyft|Bus|Bus,10,50,0.05,0,0,5,10,48 - 52 minutes,3,1271,3,3,7623
Car,20,50,0.1,0,0,0,5,45 - 55 minutes,1,1271,4,1,7624
Taxi,15,40,0.2,0,0,0,10,32 - 48 minutes,1,1271,4,2,7624
Bus|Bus|Uber/Lyft,20,30,0.1,5,0,0,5,27 - 33 minutes,3,1271,4,3,7624
Car|Bus|Taxi,15,50,0.05,0,10,5,0,48 - 52 minutes,3,1271,5,1,7625
Taxi|Bus,10,30,0.1,0,0,5,5,27 - 33 minutes,2,1271,5,2,7625
Uber/Lyft,30,70,0.05,0,0,0,0,66 - 74 minutes,1,1271,5,3,7625
Uber/Lyft,25,70,0.05,0,0,5,5,66 - 74 minutes,1,1271,6,1,7626
Bus|Bus|Taxi,30,60,0.2,5,5,5,10,48 - 72 minutes,3,1271,6,2,7626
Car,25,30,0.05,0,0,0,5,28 - 32 minutes,1,1271,6,3,7626
Car|Bus,30,70,0.1,0,0,0,10,63 - 77 minutes,2,1272,1,1,7627
Car|Bus|Uber/Lyft,10,60,0.1,0,5,10,0,54 - 66 minutes,3,1272,1,2,7627
Taxi|Bus|Bus,15,30,0.05,10,5,5,0,28 - 32 minutes,3,1272,1,3,7627
Bus,15,70,0.2,5,0,0,10,56 - 84 minutes,1,1272,2,1,7628
Taxi|Bus|Taxi,20,30,0.1,0,10,10,0,27 - 33 minutes,3,1272,2,2,7628
Bus,30,30,0.05,5,0,0,5,28 - 32 minutes,1,1272,2,3,7628
Car|Bus,25,50,0.1,0,10,0,0,45 - 55 minutes,2,1272,3,1,7629
Taxi|Bus|Bus,10,60,0.1,10,10,10,0,54 - 66 minutes,3,1272,3,2,7629
Taxi|Bus,10,50,0.05,0,10,0,0,48 - 52 minutes,2,1272,3,3,7629
Taxi|Bus|Bus,30,60,0.05,10,5,10,5,57 - 63 minutes,3,1272,4,1,7630
Uber/Lyft|Bus,15,60,0.2,5,0,5,5,48 - 72 minutes,2,1272,4,2,7630
Car|Bus|Taxi,10,60,0.05,5,0,5,5,57 - 63 minutes,3,1272,4,3,7630
Taxi|Bus,20,70,0.1,5,0,5,0,63 - 77 minutes,2,1272,5,1,7631
Taxi|Bus,15,30,0.1,0,10,0,0,27 - 33 minutes,2,1272,5,2,7631
Taxi|Bus,30,60,0.1,10,0,10,5,54 - 66 minutes,2,1272,5,3,7631
Taxi,10,40,0.1,0,0,0,5,36 - 44 minutes,1,1272,6,1,7632
Uber/Lyft|Bus|Bus,15,40,0.2,0,10,0,0,32 - 48 minutes,3,1272,6,2,7632
Car|Bus|Uber/Lyft,15,50,0.2,10,10,5,5,40 - 60 minutes,3,1272,6,3,7632
