trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,respID,qID,altID,obsID
Taxi | Bus | Taxi,15,30,0.2,5,10,10,10,24 - 36 minutes,1607,5,1,9641
Bus | Bus,10,60,0.05,10,5,10,5,57 - 63 minutes,1607,5,2,9641
Taxi | Bus | Uber/Lyft,15,30,0.1,10,0,5,5,27 - 33 minutes,1607,5,3,9641
Bus | Bus,15,40,0.2,10,10,5,5,32 - 48 minutes,1607,6,1,9642
Taxi | Bus | Uber/Lyft,30,40,0.1,5,0,10,5,36 - 44 minutes,1607,6,2,9642
Uber/Lyft | Bus | Uber/Lyft,15,70,0.2,0,10,5,10,56 - 84 minutes,1607,6,3,9642
Taxi | Bus | Uber/Lyft,25,70,0.2,0,10,5,5,56 - 84 minutes,1608,1,1,9643
Car | Bus | Taxi,30,40,0.1,5,10,10,10,36 - 44 minutes,1608,1,2,9643
Car | Bus,30,70,0.1,10,10,5,5,63 - 77 minutes,1608,1,3,9643
Uber/Lyft | Bus | Uber/Lyft,15,30,0.05,0,10,5,10,28 - 32 minutes,1608,2,1,9644
Bus | Bus | Taxi,25,40,0.05,5,10,10,10,38 - 42 minutes,1608,2,2,9644
Bus | Bus,30,40,0.2,5,5,5,10,32 - 48 minutes,1608,2,3,9644
Taxi | Bus | Uber/Lyft,15,60,0.05,5,0,5,10,57 - 63 minutes,1608,3,1,9645
Uber/Lyft | Bus | Uber/Lyft,25,40,0.2,0,5,10,10,32 - 48 minutes,1608,3,2,9645
Car,30,40,0.2,5,5,5,5,32 - 48 minutes,1608,3,3,9645
Taxi | Bus | Uber/Lyft,20,40,0.2,10,0,10,5,32 - 48 minutes,1608,4,1,9646
Bus | Bus,15,40,0.2,0,0,5,5,32 - 48 minutes,1608,4,2,9646
Bus | Bus | Uber/Lyft,25,30,0.2,5,10,5,5,24 - 36 minutes,1608,4,3,9646
Uber/Lyft | Bus | Uber/Lyft,15,70,0.05,10,5,5,10,66 - 74 minutes,1608,5,1,9647
Uber/Lyft | Bus | Uber/Lyft,20,60,0.05,5,5,5,10,57 - 63 minutes,1608,5,2,9647
Car,20,60,0.1,0,5,10,5,54 - 66 minutes,1608,5,3,9647
Uber/Lyft,10,40,0.2,5,5,10,10,32 - 48 minutes,1608,6,1,9648
Car | Bus | Taxi,20,40,0.2,0,5,5,10,32 - 48 minutes,1608,6,2,9648
Bus | Bus | Bus,15,30,0.2,0,10,10,5,24 - 36 minutes,1608,6,3,9648
Taxi | Bus,20,70,0.05,10,10,10,10,66 - 74 minutes,1609,1,1,9649
Car | Bus | Bus,30,30,0.05,10,0,10,10,28 - 32 minutes,1609,1,2,9649
Car | Bus,15,30,0.05,5,0,5,5,28 - 32 minutes,1609,1,3,9649
Car,10,50,0.05,10,10,10,5,48 - 52 minutes,1609,2,1,9650
Bus | Bus | Taxi,20,40,0.2,0,10,10,5,32 - 48 minutes,1609,2,2,9650
Bus | Bus | Uber/Lyft,20,30,0.05,0,10,10,5,28 - 32 minutes,1609,2,3,9650
Bus,30,40,0.05,0,5,5,5,38 - 42 minutes,1609,3,1,9651
Car | Bus | Taxi,30,70,0.1,0,10,5,10,63 - 77 minutes,1609,3,2,9651
Taxi | Bus,10,70,0.2,10,10,5,10,56 - 84 minutes,1609,3,3,9651
Taxi | Bus | Bus,30,30,0.05,10,5,5,5,28 - 32 minutes,1609,4,1,9652
Taxi,10,60,0.1,0,5,5,10,54 - 66 minutes,1609,4,2,9652
Bus | Bus,20,50,0.2,0,5,5,5,40 - 60 minutes,1609,4,3,9652
Car | Bus,15,30,0.2,5,10,10,10,24 - 36 minutes,1609,5,1,9653
Car | Bus | Taxi,20,30,0.2,10,10,5,5,24 - 36 minutes,1609,5,2,9653
Uber/Lyft | Bus | Uber/Lyft,30,30,0.1,0,5,5,10,27 - 33 minutes,1609,5,3,9653
Car,15,50,0.2,0,5,5,10,40 - 60 minutes,1609,6,1,9654
Car | Bus,15,30,0.1,5,10,10,5,27 - 33 minutes,1609,6,2,9654
Uber/Lyft | Bus | Uber/Lyft,30,50,0.2,10,10,10,5,40 - 60 minutes,1609,6,3,9654
Uber/Lyft,15,50,0.1,5,10,5,10,45 - 55 minutes,1610,1,1,9655
Uber/Lyft | Bus | Uber/Lyft,10,40,0.2,0,0,10,10,32 - 48 minutes,1610,1,2,9655
Taxi | Bus | Uber/Lyft,10,50,0.1,5,10,5,10,45 - 55 minutes,1610,1,3,9655
Bus | Bus | Bus,30,40,0.2,10,5,10,5,32 - 48 minutes,1610,2,1,9656
Uber/Lyft | Bus,20,60,0.2,10,5,10,10,48 - 72 minutes,1610,2,2,9656
Bus | Bus | Bus,20,50,0.1,5,5,5,10,45 - 55 minutes,1610,2,3,9656
Taxi | Bus,15,30,0.05,0,10,10,10,28 - 32 minutes,1610,3,1,9657
Uber/Lyft | Bus | Uber/Lyft,10,40,0.05,5,0,10,10,38 - 42 minutes,1610,3,2,9657
Taxi,25,70,0.1,5,5,10,5,63 - 77 minutes,1610,3,3,9657
Car,25,40,0.05,5,5,10,10,38 - 42 minutes,1610,4,1,9658
Car,30,50,0.1,5,10,5,5,45 - 55 minutes,1610,4,2,9658
Uber/Lyft,10,60,0.2,5,5,5,5,48 - 72 minutes,1610,4,3,9658
Bus | Bus | Uber/Lyft,25,70,0.2,5,0,5,5,56 - 84 minutes,1610,5,1,9659
Bus | Bus | Taxi,15,50,0.05,5,10,5,10,48 - 52 minutes,1610,5,2,9659
Bus | Bus,10,70,0.05,10,10,10,5,66 - 74 minutes,1610,5,3,9659
Uber/Lyft | Bus | Bus,10,50,0.2,10,0,5,5,40 - 60 minutes,1610,6,1,9660
Bus | Bus | Taxi,20,70,0.2,0,0,10,5,56 - 84 minutes,1610,6,2,9660
Bus | Bus | Bus,15,40,0.05,0,5,10,10,38 - 42 minutes,1610,6,3,9660
Bus | Bus | Bus,20,70,0.2,0,5,5,10,56 - 84 minutes,1611,1,1,9661
Car | Bus | Bus,20,70,0.1,0,10,10,5,63 - 77 minutes,1611,1,2,9661
Bus | Bus | Bus,20,70,0.05,10,5,5,5,66 - 74 minutes,1611,1,3,9661
Car | Bus | Uber/Lyft,10,60,0.05,5,0,10,10,57 - 63 minutes,1611,2,1,9662
Car,25,50,0.2,10,5,5,5,40 - 60 minutes,1611,2,2,9662
Bus | Bus | Bus,20,30,0.2,5,0,5,5,24 - 36 minutes,1611,2,3,9662
Uber/Lyft | Bus | Taxi,25,60,0.2,10,5,5,5,48 - 72 minutes,1611,3,1,9663
Uber/Lyft | Bus | Taxi,10,50,0.2,0,0,5,10,40 - 60 minutes,1611,3,2,9663
Car | Bus | Uber/Lyft,15,40,0.2,0,10,10,10,32 - 48 minutes,1611,3,3,9663
Taxi | Bus | Taxi,10,30,0.05,10,10,10,10,28 - 32 minutes,1611,4,1,9664
Car | Bus,25,70,0.2,5,0,10,5,56 - 84 minutes,1611,4,2,9664
Car,10,70,0.05,0,10,5,5,66 - 74 minutes,1611,4,3,9664
Taxi | Bus | Taxi,15,50,0.05,0,0,5,10,48 - 52 minutes,1611,5,1,9665
Car,25,30,0.2,0,10,5,10,24 - 36 minutes,1611,5,2,9665
Bus | Bus | Uber/Lyft,30,30,0.2,10,5,10,5,24 - 36 minutes,1611,5,3,9665
Taxi,25,30,0.2,10,10,10,5,24 - 36 minutes,1611,6,1,9666
Uber/Lyft | Bus | Taxi,30,70,0.05,0,5,10,5,66 - 74 minutes,1611,6,2,9666
Taxi | Bus,20,50,0.05,5,0,10,5,48 - 52 minutes,1611,6,3,9666
Car | Bus | Uber/Lyft,15,50,0.05,0,5,5,5,48 - 52 minutes,1612,1,1,9667
Car | Bus | Taxi,20,70,0.1,10,10,5,5,63 - 77 minutes,1612,1,2,9667
Taxi | Bus | Taxi,20,30,0.05,0,0,10,10,28 - 32 minutes,1612,1,3,9667
Uber/Lyft,25,50,0.2,0,10,5,10,40 - 60 minutes,1612,2,1,9668
Car | Bus | Bus,20,40,0.1,5,0,5,10,36 - 44 minutes,1612,2,2,9668
Uber/Lyft,10,40,0.05,0,5,10,5,38 - 42 minutes,1612,2,3,9668
Car | Bus | Bus,25,50,0.05,5,10,5,5,48 - 52 minutes,1612,3,1,9669
Uber/Lyft | Bus | Uber/Lyft,20,40,0.1,0,10,5,5,36 - 44 minutes,1612,3,2,9669
Taxi,15,60,0.2,0,10,10,10,48 - 72 minutes,1612,3,3,9669
Taxi | Bus | Taxi,25,70,0.05,0,10,10,10,66 - 74 minutes,1612,4,1,9670
Uber/Lyft | Bus | Taxi,20,50,0.1,10,5,10,10,45 - 55 minutes,1612,4,2,9670
Bus | Bus,20,40,0.2,10,10,10,5,32 - 48 minutes,1612,4,3,9670
Uber/Lyft,25,40,0.2,5,5,5,5,32 - 48 minutes,1612,5,1,9671
Taxi | Bus | Bus,10,40,0.05,0,0,10,10,38 - 42 minutes,1612,5,2,9671
Car | Bus | Bus,10,30,0.2,0,5,10,5,24 - 36 minutes,1612,5,3,9671
Uber/Lyft,25,50,0.05,5,0,10,5,48 - 52 minutes,1612,6,1,9672
Uber/Lyft,30,50,0.1,10,5,5,5,45 - 55 minutes,1612,6,2,9672
Bus,20,50,0.2,10,10,5,5,40 - 60 minutes,1612,6,3,9672
Car,10,70,0.05,0,0,5,5,66 - 74 minutes,1613,1,1,9673
Uber/Lyft | Bus | Uber/Lyft,25,30,0.2,5,10,10,10,24 - 36 minutes,1613,1,2,9673
Uber/Lyft | Bus | Taxi,25,40,0.05,0,10,5,5,38 - 42 minutes,1613,1,3,9673
Taxi | Bus | Uber/Lyft,10,70,0.2,5,10,5,5,56 - 84 minutes,1613,2,1,9674
Bus | Bus | Uber/Lyft,20,30,0.1,10,5,10,5,27 - 33 minutes,1613,2,2,9674
Uber/Lyft | Bus | Uber/Lyft,30,50,0.2,5,0,10,5,40 - 60 minutes,1613,2,3,9674
Car | Bus | Taxi,25,60,0.05,5,10,5,5,57 - 63 minutes,1613,3,1,9675
Uber/Lyft | Bus | Taxi,15,40,0.05,5,5,5,5,38 - 42 minutes,1613,3,2,9675
Car | Bus | Taxi,30,60,0.1,5,5,5,5,54 - 66 minutes,1613,3,3,9675
Car,20,70,0.2,10,5,5,10,56 - 84 minutes,1613,4,1,9676
Taxi | Bus | Taxi,10,30,0.1,5,10,5,5,27 - 33 minutes,1613,4,2,9676
Bus | Bus,30,50,0.1,10,10,10,5,45 - 55 minutes,1613,4,3,9676
Taxi,10,40,0.05,10,5,5,5,38 - 42 minutes,1613,5,1,9677
Uber/Lyft,30,60,0.2,5,10,10,10,48 - 72 minutes,1613,5,2,9677
Taxi | Bus | Bus,20,40,0.05,5,5,5,5,38 - 42 minutes,1613,5,3,9677
Taxi | Bus | Taxi,30,70,0.1,5,10,5,10,63 - 77 minutes,1613,6,1,9678
Bus | Bus | Uber/Lyft,10,70,0.1,5,10,5,10,63 - 77 minutes,1613,6,2,9678
Bus | Bus | Bus,20,50,0.1,5,0,5,10,45 - 55 minutes,1613,6,3,9678
Bus | Bus,20,30,0.1,0,10,10,5,27 - 33 minutes,1614,1,1,9679
Uber/Lyft | Bus,10,60,0.2,10,0,5,5,48 - 72 minutes,1614,1,2,9679
Taxi | Bus | Uber/Lyft,30,30,0.05,5,0,5,5,28 - 32 minutes,1614,1,3,9679
Uber/Lyft,10,30,0.1,5,10,10,5,27 - 33 minutes,1614,2,1,9680
Car | Bus | Taxi,15,60,0.1,10,5,10,10,54 - 66 minutes,1614,2,2,9680
Bus | Bus | Bus,30,30,0.05,0,5,5,5,28 - 32 minutes,1614,2,3,9680
Car | Bus | Taxi,10,70,0.2,0,10,10,10,56 - 84 minutes,1614,3,1,9681
Taxi | Bus,10,60,0.1,5,5,10,5,54 - 66 minutes,1614,3,2,9681
Uber/Lyft,10,30,0.2,10,10,10,5,24 - 36 minutes,1614,3,3,9681
Car | Bus | Uber/Lyft,10,60,0.1,5,5,5,5,54 - 66 minutes,1614,4,1,9682
Car | Bus | Taxi,20,60,0.2,0,10,10,5,48 - 72 minutes,1614,4,2,9682
Uber/Lyft | Bus | Taxi,20,40,0.1,10,10,10,5,36 - 44 minutes,1614,4,3,9682
Bus | Bus | Bus,15,60,0.1,10,0,10,10,54 - 66 minutes,1614,5,1,9683
Bus | Bus,10,30,0.2,0,0,5,10,24 - 36 minutes,1614,5,2,9683
Uber/Lyft | Bus | Bus,25,50,0.05,10,5,10,5,48 - 52 minutes,1614,5,3,9683
Bus | Bus | Bus,30,30,0.1,5,5,10,10,27 - 33 minutes,1614,6,1,9684
Taxi | Bus | Taxi,10,70,0.1,5,5,10,10,63 - 77 minutes,1614,6,2,9684
Car | Bus,25,30,0.2,10,10,10,10,24 - 36 minutes,1614,6,3,9684
Uber/Lyft | Bus | Uber/Lyft,20,30,0.05,5,5,5,5,28 - 32 minutes,1615,1,1,9685
Uber/Lyft | Bus | Bus,10,50,0.05,5,5,5,5,48 - 52 minutes,1615,1,2,9685
Taxi,20,70,0.05,10,0,10,10,66 - 74 minutes,1615,1,3,9685
Uber/Lyft,25,40,0.05,5,10,5,10,38 - 42 minutes,1615,2,1,9686
Uber/Lyft | Bus | Uber/Lyft,15,60,0.2,10,0,10,10,48 - 72 minutes,1615,2,2,9686
Bus,30,50,0.1,0,10,10,10,45 - 55 minutes,1615,2,3,9686
Uber/Lyft | Bus,25,60,0.1,5,0,10,5,54 - 66 minutes,1615,3,1,9687
Uber/Lyft | Bus | Uber/Lyft,20,40,0.05,5,10,10,10,38 - 42 minutes,1615,3,2,9687
Bus | Bus | Taxi,25,30,0.05,5,5,10,10,28 - 32 minutes,1615,3,3,9687
Taxi,10,40,0.2,5,10,5,5,32 - 48 minutes,1615,4,1,9688
Car | Bus | Uber/Lyft,10,70,0.1,0,0,10,10,63 - 77 minutes,1615,4,2,9688
Uber/Lyft | Bus,10,60,0.05,0,5,5,5,57 - 63 minutes,1615,4,3,9688
Bus | Bus | Bus,20,70,0.1,0,5,10,5,63 - 77 minutes,1615,5,1,9689
Uber/Lyft | Bus | Uber/Lyft,15,70,0.1,10,0,10,10,63 - 77 minutes,1615,5,2,9689
Bus | Bus | Taxi,15,30,0.2,5,0,10,10,24 - 36 minutes,1615,5,3,9689
Uber/Lyft | Bus | Uber/Lyft,25,30,0.05,10,10,5,10,28 - 32 minutes,1615,6,1,9690
Car | Bus,25,60,0.2,0,10,10,10,48 - 72 minutes,1615,6,2,9690
Uber/Lyft | Bus | Taxi,25,60,0.05,10,5,10,5,57 - 63 minutes,1615,6,3,9690
Uber/Lyft | Bus,30,70,0.1,5,5,10,5,63 - 77 minutes,1616,1,1,9691
Car | Bus,15,40,0.05,10,10,10,10,38 - 42 minutes,1616,1,2,9691
Uber/Lyft | Bus | Taxi,15,60,0.2,10,10,5,10,48 - 72 minutes,1616,1,3,9691
Bus,20,30,0.2,0,10,5,10,24 - 36 minutes,1616,2,1,9692
Car | Bus | Bus,25,50,0.05,5,5,5,10,48 - 52 minutes,1616,2,2,9692
Bus | Bus | Bus,15,50,0.1,0,5,10,5,45 - 55 minutes,1616,2,3,9692
Taxi,15,50,0.05,5,0,10,10,48 - 52 minutes,1616,3,1,9693
Uber/Lyft | Bus,10,60,0.05,5,10,5,5,57 - 63 minutes,1616,3,2,9693
Uber/Lyft | Bus | Uber/Lyft,10,30,0.05,0,0,5,10,28 - 32 minutes,1616,3,3,9693
Uber/Lyft | Bus,25,50,0.05,10,0,5,10,48 - 52 minutes,1616,4,1,9694
Uber/Lyft | Bus | Bus,25,70,0.1,10,5,10,5,63 - 77 minutes,1616,4,2,9694
Taxi | Bus | Uber/Lyft,15,50,0.1,10,0,10,5,45 - 55 minutes,1616,4,3,9694
Uber/Lyft,25,70,0.2,10,0,10,10,56 - 84 minutes,1616,5,1,9695
Uber/Lyft | Bus | Taxi,25,60,0.05,5,5,5,10,57 - 63 minutes,1616,5,2,9695
Bus | Bus,25,60,0.2,5,0,5,5,48 - 72 minutes,1616,5,3,9695
Bus | Bus | Taxi,10,50,0.05,0,0,10,5,48 - 52 minutes,1616,6,1,9696
Bus | Bus | Bus,10,70,0.1,0,10,5,5,63 - 77 minutes,1616,6,2,9696
Uber/Lyft,10,50,0.2,0,5,5,5,40 - 60 minutes,1616,6,3,9696
Bus | Bus | Bus,25,60,0.1,5,10,5,5,54 - 66 minutes,1617,1,1,9697
Uber/Lyft | Bus,25,60,0.2,5,0,5,5,48 - 72 minutes,1617,1,2,9697
Car | Bus | Uber/Lyft,15,60,0.1,10,5,5,10,54 - 66 minutes,1617,1,3,9697
Taxi,20,70,0.1,5,0,10,10,63 - 77 minutes,1617,2,1,9698
Car | Bus,15,60,0.1,0,0,10,5,54 - 66 minutes,1617,2,2,9698
Bus | Bus,10,30,0.1,0,5,10,10,27 - 33 minutes,1617,2,3,9698
Car,25,60,0.05,5,0,5,5,57 - 63 minutes,1617,3,1,9699
Car | Bus | Bus,10,70,0.05,5,5,5,5,66 - 74 minutes,1617,3,2,9699
Car | Bus | Bus,15,40,0.1,0,5,5,10,36 - 44 minutes,1617,3,3,9699
Uber/Lyft | Bus | Uber/Lyft,15,40,0.2,10,0,10,10,32 - 48 minutes,1617,4,1,9700
Bus | Bus | Taxi,10,70,0.05,0,0,5,10,66 - 74 minutes,1617,4,2,9700
Car,30,50,0.1,5,0,5,10,45 - 55 minutes,1617,4,3,9700
Uber/Lyft | Bus | Uber/Lyft,15,40,0.05,5,10,5,5,38 - 42 minutes,1617,5,1,9701
Car | Bus,15,30,0.1,0,10,10,10,27 - 33 minutes,1617,5,2,9701
Uber/Lyft | Bus | Bus,25,60,0.2,10,5,5,5,48 - 72 minutes,1617,5,3,9701
Bus,20,60,0.05,0,10,10,5,57 - 63 minutes,1617,6,1,9702
Car | Bus,25,40,0.1,0,10,5,10,36 - 44 minutes,1617,6,2,9702
Car | Bus,25,70,0.2,10,0,10,5,56 - 84 minutes,1617,6,3,9702
Bus | Bus | Uber/Lyft,30,40,0.1,10,5,10,10,36 - 44 minutes,1618,1,1,9703
Taxi,15,70,0.2,10,5,10,10,56 - 84 minutes,1618,1,2,9703
Uber/Lyft,25,40,0.1,10,5,5,5,36 - 44 minutes,1618,1,3,9703
Car,25,50,0.05,0,0,5,5,48 - 52 minutes,1618,2,1,9704
Uber/Lyft | Bus | Taxi,15,50,0.05,5,0,5,10,48 - 52 minutes,1618,2,2,9704
Car | Bus | Uber/Lyft,20,70,0.1,5,5,5,5,63 - 77 minutes,1618,2,3,9704
Uber/Lyft | Bus | Bus,15,70,0.2,10,5,5,10,56 - 84 minutes,1618,3,1,9705
Bus | Bus | Uber/Lyft,25,60,0.05,10,0,10,5,57 - 63 minutes,1618,3,2,9705
Car | Bus | Uber/Lyft,25,60,0.1,5,0,10,10,54 - 66 minutes,1618,3,3,9705
Taxi | Bus | Uber/Lyft,15,60,0.2,5,10,10,10,48 - 72 minutes,1618,4,1,9706
Car,30,30,0.2,5,0,10,10,24 - 36 minutes,1618,4,2,9706
Bus | Bus | Bus,30,50,0.05,0,10,5,10,48 - 52 minutes,1618,4,3,9706
Car,20,70,0.1,0,10,10,5,63 - 77 minutes,1618,5,1,9707
Bus | Bus | Bus,15,50,0.1,0,5,5,10,45 - 55 minutes,1618,5,2,9707
Uber/Lyft | Bus | Bus,25,70,0.1,0,10,10,10,63 - 77 minutes,1618,5,3,9707
Uber/Lyft | Bus | Uber/Lyft,20,40,0.05,0,10,5,5,38 - 42 minutes,1618,6,1,9708
Taxi | Bus | Taxi,25,60,0.2,0,10,10,5,48 - 72 minutes,1618,6,2,9708
Bus,30,30,0.2,0,10,5,5,24 - 36 minutes,1618,6,3,9708
Taxi | Bus | Uber/Lyft,10,40,0.1,0,5,5,5,36 - 44 minutes,1619,1,1,9709
Uber/Lyft | Bus | Uber/Lyft,30,40,0.05,5,10,5,10,38 - 42 minutes,1619,1,2,9709
Bus | Bus,30,70,0.05,5,0,10,5,66 - 74 minutes,1619,1,3,9709
Uber/Lyft | Bus,20,40,0.1,10,10,10,10,36 - 44 minutes,1619,2,1,9710
Taxi,25,30,0.2,0,0,5,10,24 - 36 minutes,1619,2,2,9710
Bus | Bus | Taxi,20,70,0.2,5,5,5,10,56 - 84 minutes,1619,2,3,9710
Uber/Lyft | Bus | Uber/Lyft,10,30,0.1,0,5,10,5,27 - 33 minutes,1619,3,1,9711
Taxi | Bus | Taxi,25,60,0.05,0,10,5,10,57 - 63 minutes,1619,3,2,9711
Bus | Bus | Taxi,25,60,0.1,10,5,5,10,54 - 66 minutes,1619,3,3,9711
Bus | Bus | Taxi,30,30,0.2,5,5,10,10,24 - 36 minutes,1619,4,1,9712
Uber/Lyft | Bus | Uber/Lyft,30,70,0.1,5,10,10,10,63 - 77 minutes,1619,4,2,9712
Uber/Lyft | Bus | Uber/Lyft,15,40,0.05,0,5,10,5,38 - 42 minutes,1619,4,3,9712
Bus | Bus | Uber/Lyft,30,70,0.05,10,10,10,10,66 - 74 minutes,1619,5,1,9713
Bus | Bus | Uber/Lyft,15,30,0.1,0,0,5,5,27 - 33 minutes,1619,5,2,9713
Uber/Lyft | Bus | Taxi,20,30,0.05,0,0,5,5,28 - 32 minutes,1619,5,3,9713
Uber/Lyft | Bus | Taxi,15,30,0.1,0,5,5,5,27 - 33 minutes,1619,6,1,9714
Uber/Lyft | Bus | Taxi,25,30,0.05,10,0,10,10,28 - 32 minutes,1619,6,2,9714
Car | Bus | Bus,10,40,0.2,10,10,5,10,32 - 48 minutes,1619,6,3,9714
Uber/Lyft,15,60,0.1,5,5,5,10,54 - 66 minutes,1620,1,1,9715
Taxi | Bus | Uber/Lyft,30,60,0.2,10,5,10,5,48 - 72 minutes,1620,1,2,9715
Uber/Lyft | Bus | Bus,20,40,0.2,5,0,5,5,32 - 48 minutes,1620,1,3,9715
Taxi | Bus,10,30,0.2,5,5,5,5,24 - 36 minutes,1620,2,1,9716
Car | Bus | Taxi,25,50,0.05,10,0,10,5,48 - 52 minutes,1620,2,2,9716
Car,20,30,0.05,5,10,10,10,28 - 32 minutes,1620,2,3,9716
Uber/Lyft | Bus | Bus,25,30,0.2,5,10,5,10,24 - 36 minutes,1620,3,1,9717
Bus | Bus | Bus,20,30,0.2,0,5,5,10,24 - 36 minutes,1620,3,2,9717
Bus | Bus,10,60,0.05,0,10,5,5,57 - 63 minutes,1620,3,3,9717
Uber/Lyft | Bus,20,50,0.1,10,5,10,5,45 - 55 minutes,1620,4,1,9718
Bus | Bus | Uber/Lyft,15,40,0.05,0,5,5,10,38 - 42 minutes,1620,4,2,9718
Uber/Lyft | Bus | Taxi,10,70,0.05,10,0,5,10,66 - 74 minutes,1620,4,3,9718
Taxi,30,70,0.2,10,0,5,10,56 - 84 minutes,1620,5,1,9719
Uber/Lyft | Bus | Uber/Lyft,30,60,0.05,10,5,10,10,57 - 63 minutes,1620,5,2,9719
Bus | Bus | Bus,20,40,0.2,5,5,5,5,32 - 48 minutes,1620,5,3,9719
Car | Bus,10,70,0.05,5,10,5,5,66 - 74 minutes,1620,6,1,9720
Car | Bus | Uber/Lyft,10,30,0.05,5,5,10,5,28 - 32 minutes,1620,6,2,9720
Bus | Bus | Uber/Lyft,10,60,0.05,5,10,5,10,57 - 63 minutes,1620,6,3,9720
Uber/Lyft | Bus | Uber/Lyft,20,40,0.2,0,5,10,5,32 - 48 minutes,1621,1,1,9721
Bus | Bus | Taxi,15,40,0.05,10,5,5,5,38 - 42 minutes,1621,1,2,9721
Taxi | Bus | Taxi,20,60,0.1,5,0,10,5,54 - 66 minutes,1621,1,3,9721
Car | Bus | Bus,10,70,0.1,10,5,10,5,63 - 77 minutes,1621,2,1,9722
Bus | Bus | Taxi,20,70,0.1,10,10,5,10,63 - 77 minutes,1621,2,2,9722
Bus,25,50,0.05,5,5,5,5,48 - 52 minutes,1621,2,3,9722
Taxi | Bus,10,30,0.05,10,5,5,5,28 - 32 minutes,1621,3,1,9723
Uber/Lyft | Bus | Bus,15,70,0.1,0,10,5,10,63 - 77 minutes,1621,3,2,9723
Taxi | Bus | Bus,15,60,0.2,0,5,5,10,48 - 72 minutes,1621,3,3,9723
Uber/Lyft | Bus | Taxi,25,50,0.05,10,0,10,10,48 - 52 minutes,1621,4,1,9724
Bus | Bus,20,30,0.2,0,5,5,5,24 - 36 minutes,1621,4,2,9724
Taxi | Bus | Bus,30,50,0.1,5,10,10,5,45 - 55 minutes,1621,4,3,9724
Taxi | Bus,20,70,0.2,10,0,10,10,56 - 84 minutes,1621,5,1,9725
Uber/Lyft | Bus | Uber/Lyft,10,50,0.05,10,0,5,10,48 - 52 minutes,1621,5,2,9725
Car | Bus | Taxi,15,50,0.2,0,0,5,5,40 - 60 minutes,1621,5,3,9725
Bus | Bus | Taxi,20,30,0.1,0,10,10,5,27 - 33 minutes,1621,6,1,9726
Uber/Lyft | Bus | Bus,20,30,0.1,10,5,5,5,27 - 33 minutes,1621,6,2,9726
Uber/Lyft | Bus,25,60,0.2,5,10,5,5,48 - 72 minutes,1621,6,3,9726
Taxi,25,40,0.05,5,0,5,10,38 - 42 minutes,1622,1,1,9727
Car | Bus | Taxi,15,30,0.1,0,0,5,10,27 - 33 minutes,1622,1,2,9727
Bus | Bus,30,30,0.2,0,10,5,5,24 - 36 minutes,1622,1,3,9727
Bus,20,70,0.1,5,0,5,10,63 - 77 minutes,1622,2,1,9728
Taxi,20,40,0.2,5,10,5,10,32 - 48 minutes,1622,2,2,9728
Taxi | Bus | Bus,25,30,0.05,0,10,10,5,28 - 32 minutes,1622,2,3,9728
Uber/Lyft | Bus,25,70,0.05,0,10,10,5,66 - 74 minutes,1622,3,1,9729
Car,15,70,0.05,10,10,10,10,66 - 74 minutes,1622,3,2,9729
Taxi,15,50,0.2,0,0,5,5,40 - 60 minutes,1622,3,3,9729
Bus | Bus,30,60,0.1,5,10,5,5,54 - 66 minutes,1622,4,1,9730
Taxi | Bus | Taxi,10,50,0.05,0,10,10,5,48 - 52 minutes,1622,4,2,9730
Bus | Bus | Bus,25,30,0.2,0,5,5,5,24 - 36 minutes,1622,4,3,9730
Taxi | Bus | Taxi,10,70,0.1,0,10,5,5,63 - 77 minutes,1622,5,1,9731
Taxi | Bus | Bus,10,60,0.1,5,5,10,5,54 - 66 minutes,1622,5,2,9731
Car | Bus | Bus,30,50,0.1,10,5,5,10,45 - 55 minutes,1622,5,3,9731
Bus,25,60,0.2,0,0,5,5,48 - 72 minutes,1622,6,1,9732
Bus | Bus | Uber/Lyft,15,70,0.2,5,10,5,5,56 - 84 minutes,1622,6,2,9732
Uber/Lyft | Bus,10,40,0.1,0,5,5,10,36 - 44 minutes,1622,6,3,9732
Taxi | Bus | Uber/Lyft,15,40,0.1,0,5,10,10,36 - 44 minutes,1623,1,1,9733
Car | Bus | Bus,15,60,0.1,5,10,10,5,54 - 66 minutes,1623,1,2,9733
Car,10,30,0.1,0,10,5,10,27 - 33 minutes,1623,1,3,9733
Uber/Lyft | Bus,30,50,0.2,10,0,5,5,40 - 60 minutes,1623,2,1,9734
Uber/Lyft | Bus | Uber/Lyft,20,30,0.2,10,10,5,5,24 - 36 minutes,1623,2,2,9734
Car,20,30,0.2,5,10,5,5,24 - 36 minutes,1623,2,3,9734
Uber/Lyft | Bus | Bus,25,70,0.1,5,10,10,10,63 - 77 minutes,1623,3,1,9735
Bus,25,60,0.05,0,10,10,10,57 - 63 minutes,1623,3,2,9735
Car | Bus,30,40,0.1,5,0,10,10,36 - 44 minutes,1623,3,3,9735
Bus | Bus | Taxi,15,50,0.05,10,10,10,10,48 - 52 minutes,1623,4,1,9736
Taxi | Bus | Bus,20,40,0.2,0,5,10,10,32 - 48 minutes,1623,4,2,9736
Taxi | Bus | Taxi,15,30,0.2,10,10,5,10,24 - 36 minutes,1623,4,3,9736
