leg1Mode,leg2Mode,leg3Mode,price,expressFee,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,priceOrig,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Taxi,Walk,None,30,0,20,15,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,30,35,2,37,41,37 - 41 minutes,21254,110,2,3,656
"Car:
Express",Walk,None,35,10,30,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,40,0,40,44,40 - 44 minutes,20657,110,3,1,657
"Car:
Express",None,None,12,10,20,0,0,0,0,0,0.05,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,20,0,20,21,20 - 21 minutes,568,110,3,2,657
Bus,Walk,Uber/Lyft,20,0,25,15,10,2,0,2,0.05,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,50,4,54,57,54 - 57 minutes,1731,110,3,3,657
Bus,Walk,Bus,2,0,20,10,20,10,0,10,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,50,20,70,77,70 - 77 minutes,37875,110,4,1,658
Bus,Walk,Taxi,15,0,10,15,10,2,0,2,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,35,4,39,47,39 - 47 minutes,40540,110,4,2,658
Uber/Lyft,None,None,30,0,20,0,0,10,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,20,10,30,36,30 - 36 minutes,44227,110,4,3,658
"Car:
Express",Walk,None,20,15,20,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5,35,0,35,39,35 - 39 minutes,21296,110,5,1,659
Walk,Bus,Walk,2,0,10,15,15,0,5,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,40,5,45,50,45 - 50 minutes,27383,110,5,2,659
Walk,Bus,Taxi,30,0,15,20,15,0,2,10,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,50,12,62,69,62 - 69 minutes,36704,110,5,3,659
Walk,Bus,None,5,0,10,10,0,0,2,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,20,2,22,25,22 - 25 minutes,19667,110,6,1,660
Taxi,Walk,None,30,0,20,10,0,2,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,30,30,2,32,39,32 - 39 minutes,39854,110,6,2,660
Taxi,Walk,None,15,0,15,15,0,10,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,15,30,10,40,48,40 - 48 minutes,44490,110,6,3,660
Bus,Bus,Bus,5,0,10,20,20,2,2,10,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,50,14,64,68,64 - 68 minutes,17281,111,1,1,661
Walk,Bus,Taxi,15,0,10,20,10,0,5,2,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,40,7,47,50,47 - 50 minutes,7175,111,1,2,661
Car,None,None,35,15,25,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,25,0,25,27,25 - 27 minutes,837,111,1,3,661
Car,None,None,10,5,10,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,10,0,10,11,10 - 11 minutes,17,111,2,1,662
Uber/Lyft,None,None,15,0,10,0,0,10,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,10,10,20,21,20 - 21 minutes,4741,111,2,2,662
Bus,Uber/Lyft,None,30,0,30,15,0,10,2,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,45,12,57,63,57 - 63 minutes,25063,111,2,3,662
Car,None,None,20,10,40,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40,0,40,44,40 - 44 minutes,20760,111,3,1,663
Car,None,None,25,10,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,25,0,25,28,25 - 28 minutes,20436,111,3,2,663
Bus,Walk,Taxi,15,0,20,10,20,5,0,5,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,50,10,60,63,60 - 63 minutes,14624,111,3,3,663
Uber/Lyft,Bus,None,15,0,30,15,0,2,2,0,0.05,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,45,4,49,52,49 - 52 minutes,1858,111,4,1,664
Bus,Walk,None,2,0,15,15,0,10,0,0,0.2,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,30,10,40,48,40 - 48 minutes,44461,111,4,2,664
Uber/Lyft,Bus,Walk,30,0,10,10,15,10,5,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,35,15,50,53,50 - 53 minutes,9549,111,4,3,664
Bus,Walk,Uber/Lyft,10,0,30,15,20,5,0,10,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,65,15,80,88,80 - 88 minutes,37465,111,5,1,665
Bus,Uber/Lyft,None,30,0,25,15,0,5,2,0,0.05,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,40,7,47,50,47 - 50 minutes,3896,111,5,2,665
Bus,Taxi,None,15,0,30,20,0,5,5,0,0.1,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15,50,10,60,66,60 - 66 minutes,28289,111,5,3,665
"Car:
Express",Walk,None,40,15,40,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,55,0,55,61,55 - 61 minutes,21694,111,6,1,666
Car,Walk,None,40,10,20,10,0,0,0,0,0.2,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,30,30,0,30,36,30 - 36 minutes,39901,111,6,2,666
Car,None,None,10,5,15,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,15,0,15,17,15 - 17 minutes,19887,111,6,3,666
Uber/Lyft,None,None,10,0,25,0,0,10,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,25,10,35,42,35 - 42 minutes,44251,112,1,1,667
Uber/Lyft,Walk,None,20,0,30,15,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,45,2,47,50,47 - 50 minutes,1876,112,1,2,667
"Car:
Express",Walk,None,40,10,25,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,35,0,35,39,35 - 39 minutes,20459,112,1,3,667
Uber/Lyft,None,None,15,0,30,0,0,5,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,30,5,35,42,35 - 42 minutes,42892,112,2,1,668
Car,None,None,15,5,20,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20,0,20,21,20 - 21 minutes,474,112,2,2,668
Uber/Lyft,Bus,Walk,20,0,30,10,15,10,2,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,55,12,67,71,67 - 71 minutes,5756,112,2,3,668
Uber/Lyft,Walk,None,30,0,15,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,25,2,27,33,27 - 33 minutes,39647,112,3,1,669
Walk,Bus,Bus,5,0,10,10,15,0,5,5,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,35,10,45,50,45 - 50 minutes,35056,112,3,2,669
Car,Walk,None,45,15,20,15,0,0,0,0,0.05,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,30,35,0,35,37,35 - 37 minutes,1668,112,3,3,669
Uber/Lyft,None,None,15,0,15,0,0,10,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,15,10,25,30,25 - 30 minutes,44113,112,4,1,670
Uber/Lyft,Bus,None,15,0,30,20,0,10,5,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,50,15,65,78,65 - 78 minutes,48807,112,4,2,670
"Car:
Express",Walk,None,25,5,30,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,45,0,45,54,45 - 54 minutes,41173,112,4,3,670
Car,None,None,25,10,10,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,10,0,10,12,10 - 12 minutes,39452,112,5,1,671
Car,Walk,None,7,5,25,15,0,0,0,0,0.2,2,Walk,Car|Walk,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,40,0,40,48,40 - 48 minutes,40968,112,5,2,671
Taxi,Walk,None,20,0,20,10,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,30,10,40,44,40 - 44 minutes,24563,112,5,3,671
Bus,Uber/Lyft,None,15,0,20,15,0,10,10,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,35,20,55,61,55 - 61 minutes,32539,112,6,1,672
Uber/Lyft,None,None,15,0,30,0,0,2,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,30,2,32,36,32 - 36 minutes,20550,112,6,2,672
Car,None,None,40,15,30,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,30,0,30,36,30 - 36 minutes,40341,112,6,3,672
Bus,Walk,Taxi,25,0,10,10,15,2,0,10,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,35,12,47,50,47 - 50 minutes,16838,113,1,1,673
Car,Bus,None,35,10,15,20,0,0,5,0,0.1,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,25,35,5,40,44,40 - 44 minutes,26965,113,1,2,673
Bus,Bus,Bus,2,0,30,15,10,5,5,2,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,55,12,67,71,67 - 71 minutes,8432,113,1,3,673
Uber/Lyft,Bus,Walk,20,0,30,10,10,10,10,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,20,50,20,70,84,70 - 84 minutes,52079,113,2,1,674
Car,None,None,40,10,10,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,10,0,10,11,10 - 11 minutes,176,113,2,2,674
Bus,Uber/Lyft,None,15,0,30,15,0,2,10,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,45,12,57,63,57 - 63 minutes,30335,113,2,3,674
Bus,Walk,Taxi,15,0,30,15,15,2,0,2,0.1,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,60,4,64,71,64 - 71 minutes,22523,113,3,1,675
Walk,Bus,Bus,10,0,15,15,15,0,10,2,0.2,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,45,12,57,69,57 - 69 minutes,50724,113,3,2,675
Car,None,None,40,15,20,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,20,0,20,21,20 - 21 minutes,639,113,3,3,675
Bus,Walk,Taxi,25,0,20,15,15,5,0,2,0.1,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,50,7,57,63,57 - 63 minutes,24038,113,4,1,676
Walk,Bus,None,5,0,15,15,0,0,5,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,30,5,35,42,35 - 42 minutes,46054,113,4,2,676
Walk,Bus,Bus,2,0,10,20,15,0,2,5,0.05,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,45,7,52,55,52 - 55 minutes,13940,113,4,3,676
"Car:
Express",Walk,None,25,10,10,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,20,0,20,22,20 - 22 minutes,19810,113,5,1,677
Bus,Bus,Walk,10,0,20,15,10,5,5,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,45,10,55,66,55 - 66 minutes,47661,113,5,2,677
Car,None,None,20,5,10,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,10,0,10,11,10 - 11 minutes,62,113,5,3,677
"Car:
Express",None,None,45,15,10,0,0,0,0,0,0.1,1,"Car:
Express","Car:
Express",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,30,10,0,10,11,10 - 11 minutes,19866,113,6,1,678
Taxi,Walk,None,15,0,25,10,0,10,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,15,35,10,45,54,45 - 54 minutes,44276,113,6,2,678
Walk,Bus,None,10,0,10,20,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,30,5,35,39,35 - 39 minutes,26804,113,6,3,678
Bus,Walk,Uber/Lyft,25,0,15,15,15,2,0,10,0.05,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,45,12,57,60,57 - 60 minutes,16971,114,1,1,679
Bus,Bus,Walk,10,0,25,10,15,5,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,50,10,60,66,60 - 66 minutes,28367,114,1,2,679
Bus,Uber/Lyft,None,15,0,25,10,0,5,5,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,35,10,45,50,45 - 50 minutes,27859,114,1,3,679
Car,Bus,None,35,10,40,20,0,0,2,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,25,60,2,62,66,62 - 66 minutes,2519,114,2,1,680
Uber/Lyft,Walk,None,30,0,10,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,25,10,35,37,35 - 37 minutes,5160,114,2,2,680
Walk,Bus,Taxi,15,0,15,10,20,0,5,5,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,45,10,55,58,55 - 58 minutes,15554,114,2,3,680
Walk,Bus,None,5,0,15,15,0,0,2,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,30,2,32,34,32 - 34 minutes,1366,114,3,1,681
"Car:
Express",Walk,None,7,5,25,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,40,0,40,44,40 - 44 minutes,21322,114,3,2,681
Car,None,None,35,5,20,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,0,20,24,20 - 24 minutes,39845,114,3,3,681
Bus,Bus,None,5,0,30,10,0,10,5,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,40,15,55,66,55 - 66 minutes,48403,114,4,1,682
Bus,Walk,Uber/Lyft,25,0,15,15,15,2,0,5,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,45,7,52,63,52 - 63 minutes,53178,114,4,2,682
"Car:
Express",Walk,None,20,5,15,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,25,0,25,28,25 - 28 minutes,19943,114,4,3,682
Bus,Taxi,None,25,0,15,15,0,10,10,0,0.2,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,30,20,50,60,50 - 60 minutes,52160,114,5,1,683
Car,None,None,35,10,25,0,0,0,0,0,0.05,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,25,0,25,27,25 - 27 minutes,801,114,5,2,683
"Car:
Express",Walk,None,35,5,40,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,55,0,55,61,55 - 61 minutes,21642,114,5,3,683
Uber/Lyft,None,None,25,0,20,0,0,5,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,20,5,25,27,25 - 27 minutes,3466,114,6,1,684
"Car:
Express",Bus,None,15,10,20,10,0,0,2,0,0.2,2,Bus,"Car:
Express|Bus",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5,30,2,32,39,32 - 39 minutes,39870,114,6,2,684
Bus,Walk,Uber/Lyft,15,0,25,15,20,5,0,10,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,15,60,15,75,83,75 - 83 minutes,37453,114,6,3,684
Car,Bus,None,35,15,40,20,0,0,10,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20,60,10,70,74,70 - 74 minutes,11269,115,1,1,685
"Car:
Express",Walk,None,35,10,40,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,55,0,55,61,55 - 61 minutes,21666,115,1,2,685
Taxi,Bus,Walk,15,0,10,10,15,10,10,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,35,20,55,58,55 - 58 minutes,13198,115,1,3,685
Taxi,Bus,Walk,30,0,15,20,15,2,10,0,0.2,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,50,12,62,75,62 - 75 minutes,50856,115,2,1,686
"Car:
Express",Walk,None,25,10,10,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,20,0,20,21,20 - 21 minutes,163,115,2,2,686
Bus,Uber/Lyft,None,15,0,25,10,0,10,5,0,0.05,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,35,15,50,53,50 - 53 minutes,9082,115,2,3,686
Uber/Lyft,Bus,Walk,10,0,25,15,15,10,5,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,55,15,70,84,70 - 84 minutes,48962,115,3,1,687
Uber/Lyft,Bus,None,25,0,20,15,0,10,5,0,0.05,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,25,35,15,50,53,50 - 53 minutes,9252,115,3,2,687
Taxi,Walk,None,25,0,30,10,0,2,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,25,40,2,42,45,42 - 45 minutes,950,115,3,3,687
"Car:
Express",Walk,None,45,15,40,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,50,0,50,53,50 - 53 minutes,1184,115,4,1,688
Car,Bus,None,15,10,25,15,0,0,2,0,0.1,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,40,2,42,47,42 - 47 minutes,21414,115,4,2,688
Taxi,Bus,Walk,15,0,15,20,15,2,5,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,15,50,7,57,63,57 - 63 minutes,27543,115,4,3,688
Car,None,None,15,10,20,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,20,0,20,22,20 - 22 minutes,20220,115,5,1,689
"Car:
Express",Walk,None,20,5,15,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15,25,0,25,28,25 - 28 minutes,19943,115,5,2,689
Car,Bus,None,20,5,40,15,0,0,5,0,0.1,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,15,55,5,60,66,60 - 66 minutes,26747,115,5,3,689
Bus,Walk,Uber/Lyft,25,0,20,15,10,2,0,10,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25,45,12,57,63,57 - 63 minutes,36384,115,6,1,690
Car,Bus,None,30,10,30,10,0,0,10,0,0.05,2,Bus,Car|Bus,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,20,40,10,50,53,50 - 53 minutes,10243,115,6,2,690
Bus,Walk,Uber/Lyft,10,0,10,10,10,5,0,2,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,30,7,37,41,37 - 41 minutes,22926,115,6,3,690
Bus,Walk,Uber/Lyft,10,0,25,15,15,10,0,2,0.05,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,10,55,12,67,71,67 - 71 minutes,5859,116,1,1,691
Walk,Bus,None,5,0,10,10,0,0,5,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,20,5,25,30,25 - 30 minutes,45469,116,1,2,691
"Car:
Express",Walk,None,45,15,10,15,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,30,25,0,25,30,25 - 30 minutes,40646,116,1,3,691
"Car:
Express",Walk,None,35,10,30,10,0,0,0,0,0.2,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,40,0,40,48,40 - 48 minutes,40304,116,2,1,692
Taxi,Bus,Walk,25,0,25,15,15,2,10,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,55,12,67,74,67 - 74 minutes,31127,116,2,2,692
Car,None,None,30,5,10,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,10,0,10,12,10 - 12 minutes,39396,116,2,3,692
Car,None,None,35,15,25,0,0,0,0,0,0.1,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,25,0,25,28,25 - 28 minutes,20484,116,3,1,693
"Car:
Express",Walk,None,15,5,30,10,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10,40,0,40,44,40 - 44 minutes,20542,116,3,2,693
Taxi,Walk,None,10,0,15,10,0,5,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,10,25,5,30,36,30 - 36 minutes,42649,116,3,3,693
Walk,Bus,Taxi,30,0,10,10,10,0,5,10,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,30,15,45,48,45 - 48 minutes,18385,116,4,1,694
Bus,Walk,Taxi,25,0,15,15,10,5,0,2,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,40,7,47,50,47 - 50 minutes,3763,116,4,2,694
Taxi,Bus,Walk,30,0,25,20,10,10,5,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,55,15,70,74,70 - 74 minutes,9495,116,4,3,694
Bus,Walk,Bus,2,0,30,10,20,2,0,5,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,60,7,67,74,67 - 74 minutes,33718,116,5,1,695
Car,None,None,35,10,20,0,0,0,0,0,0.2,1,Car,Car,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,20,0,20,24,20 - 24 minutes,39891,116,5,2,695
Bus,Bus,Walk,5,0,15,10,10,2,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,35,4,39,47,39 - 47 minutes,39546,116,5,3,695
"Car:
Express",Walk,None,35,10,10,15,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25,25,0,25,27,25 - 27 minutes,1320,116,6,1,696
"Car:
Express",Walk,None,30,10,30,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20,45,0,45,50,45 - 50 minutes,21578,116,6,2,696
"Car:
Express",Walk,None,12,10,20,10,0,0,0,0,0.05,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,30,0,30,32,30 - 32 minutes,572,116,6,3,696
Bus,Walk,None,5,0,25,15,0,10,0,0,0.2,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,40,10,50,60,50 - 60 minutes,44596,117,1,1,697
"Car:
Express",Walk,None,7,5,20,15,0,0,0,0,0.1,2,Walk,"Car:
Express|Walk",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,35,0,35,39,35 - 39 minutes,21173,117,1,2,697
Bus,Bus,Bus,5,0,15,15,15,2,5,5,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,45,12,57,60,57 - 60 minutes,15465,117,1,3,697
Bus,Walk,Taxi,25,0,10,15,10,2,0,2,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25,35,4,39,47,39 - 47 minutes,40572,117,2,1,698
