leg1Mode,leg2Mode,leg3Mode,price,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Walk,Bus,Taxi,20,15,15,20,0,5,10,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,15,65,78,65 - 78 minutes,48906,113,4,3,676
Uber/Lyft,Walk,None,30,25,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,5,40,48,40 - 48 minutes,35296,113,5,1,677
Bus,Walk,Bus,5,25,10,15,5,0,10,0.2,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,15,65,78,65 - 78 minutes,47768,113,5,2,677
Taxi,None,None,30,25,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,33,27 - 33 minutes,33586,113,5,3,677
Uber/Lyft,Walk,None,30,25,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,54,45 - 54 minutes,35634,113,6,1,678
Bus,None,None,2,25,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,10,35,42,35 - 42 minutes,36679,113,6,2,678
Bus,None,None,10,25,0,0,5,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,5,30,36,30 - 36 minutes,35238,113,6,3,678
Taxi,None,None,25,30,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,34,32 - 34 minutes,406,114,1,1,679
Taxi,Bus,None,25,10,10,0,2,2,0,0.2,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,4,24,29,24 - 29 minutes,33321,114,1,2,679
Bus,Bus,Walk,5,30,15,15,10,5,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,15,75,90,75 - 90 minutes,40660,114,1,3,679
Taxi,None,None,30,25,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,42,35 - 42 minutes,36746,114,2,1,680
Walk,Bus,Uber/Lyft,25,10,20,15,0,5,2,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,45,7,52,63,52 - 63 minutes,38847,114,2,2,680
Uber/Lyft,Walk,None,10,15,10,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,37,35 - 37 minutes,3297,114,2,3,680
Uber/Lyft,Walk,None,15,20,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,39,35 - 39 minutes,18559,114,3,1,681
Taxi,None,None,25,15,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,22,20 - 22 minutes,18500,114,3,2,681
Bus,Uber/Lyft,None,20,20,20,0,5,5,0,0.2,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,40,10,50,60,50 - 60 minutes,39547,114,3,3,681
Uber/Lyft,Walk,None,10,25,15,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,45,42 - 45 minutes,677,114,4,1,682
Taxi,None,None,15,20,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,5,25,28,25 - 28 minutes,18554,114,4,2,682
Uber/Lyft,Bus,Walk,10,10,15,15,10,2,0,0.2,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,40,12,52,63,52 - 63 minutes,37510,114,4,3,682
Taxi,Bus,Walk,25,30,10,10,10,2,0,0.2,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,75,62 - 75 minutes,36822,114,5,1,683
Taxi,None,None,20,30,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,42,35 - 42 minutes,35345,114,5,2,683
Uber/Lyft,Walk,None,10,25,15,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,45,42 - 45 minutes,677,114,5,3,683
Taxi,None,None,15,20,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,2,22,27,22 - 27 minutes,33472,114,6,1,684
Bus,Bus,Walk,5,15,20,15,10,10,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,20,70,77,70 - 77 minutes,26967,114,6,2,684
Taxi,None,None,15,10,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,22,20 - 22 minutes,19853,114,6,3,684
Walk,Bus,Taxi,20,10,10,10,0,5,5,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,10,40,48,40 - 48 minutes,45516,115,1,1,685
Bus,Bus,Walk,10,25,20,15,2,5,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,7,67,71,67 - 71 minutes,5664,115,1,2,685
Bus,None,None,10,15,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,10,25,30,25 - 30 minutes,36537,115,1,3,685
Uber/Lyft,Walk,None,20,30,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,51,42 - 51 minutes,33645,115,2,1,686
Bus,Walk,None,10,10,15,0,5,0,0,0.1,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,5,30,33,30 - 33 minutes,18774,115,2,2,686
Uber/Lyft,Walk,None,15,30,10,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,53,50 - 53 minutes,3547,115,2,3,686
Uber/Lyft,Walk,None,30,30,15,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45,5,50,56,50 - 56 minutes,19076,115,3,1,687
Walk,Bus,None,2,15,20,0,0,10,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,10,45,54,45 - 54 minutes,41323,115,3,2,687
Uber/Lyft,Bus,Walk,10,15,15,15,10,5,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,45,15,60,63,60 - 63 minutes,7368,115,3,3,687
Bus,Bus,Walk,2,15,10,15,10,2,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,12,52,55,52 - 55 minutes,4140,115,4,1,688
Taxi,None,None,20,20,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,2,22,25,22 - 25 minutes,16861,115,4,2,688
Walk,Bus,Taxi,25,15,15,20,0,2,2,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,4,54,60,54 - 60 minutes,18272,115,4,3,688
Walk,Bus,Taxi,10,10,20,20,0,10,2,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,12,62,66,62 - 66 minutes,8674,115,5,1,689
Taxi,None,None,30,25,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,37,35 - 37 minutes,3500,115,5,2,689
Walk,Bus,None,10,10,15,0,0,2,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,30,27 - 30 minutes,17073,115,5,3,689
Walk,Bus,Walk,10,10,20,10,0,2,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,2,42,45,42 - 45 minutes,817,115,6,1,690
Taxi,None,None,20,20,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,36,30 - 36 minutes,36644,115,6,2,690
Bus,Uber/Lyft,None,15,15,15,0,10,10,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,20,50,56,50 - 56 minutes,26452,115,6,3,690
Walk,Bus,Walk,5,10,20,15,0,10,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,10,55,61,55 - 61 minutes,25105,116,1,1,691
Bus,Bus,Bus,2,15,10,20,10,10,2,0.1,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,45,22,67,74,67 - 74 minutes,27031,116,1,2,691
Bus,Bus,None,10,20,15,0,5,2,0,0.1,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,35,7,42,47,42 - 47 minutes,18901,116,1,3,691
Bus,Walk,Uber/Lyft,30,25,10,10,10,0,5,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,45,15,60,72,60 - 72 minutes,45042,116,2,1,692
Walk,Bus,Walk,10,15,20,15,0,10,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,10,60,63,60 - 63 minutes,8522,116,2,2,692
Bus,Walk,Bus,10,30,10,10,5,0,10,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,15,65,72,65 - 72 minutes,30990,116,2,3,692
Uber/Lyft,Walk,None,20,15,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,10,35,42,35 - 42 minutes,36571,116,3,1,693
Uber/Lyft,Walk,None,30,20,10,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,37,35 - 37 minutes,1972,116,3,2,693
Taxi,None,None,25,25,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,42,35 - 42 minutes,36734,116,3,3,693
Taxi,Walk,None,30,25,10,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,10,45,50,45 - 50 minutes,20129,116,4,1,694
Uber/Lyft,Walk,None,30,30,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,54,45 - 54 minutes,35374,116,4,2,694
Taxi,None,None,30,10,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,16,15 - 16 minutes,1811,116,4,3,694
Uber/Lyft,Bus,None,20,20,15,0,5,5,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,35,10,45,54,45 - 54 minutes,39354,116,5,1,695
Bus,Walk,Taxi,30,30,10,20,5,0,10,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,60,15,75,90,75 - 90 minutes,47971,116,5,2,695
Bus,None,None,10,15,0,0,5,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,5,20,21,20 - 21 minutes,1836,116,5,3,695
Walk,Bus,Walk,2,10,15,15,0,5,0,0.2,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,5,45,54,45 - 54 minutes,38714,116,6,1,696
Walk,Bus,Walk,10,15,10,15,0,10,0,0.2,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,60,50 - 60 minutes,41544,116,6,2,696
Uber/Lyft,Walk,None,10,15,15,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,48,40 - 48 minutes,36915,116,6,3,696
Bus,None,None,5,20,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,24,22 - 24 minutes,201,117,1,1,697
Walk,Bus,None,2,10,15,0,0,5,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,5,30,36,30 - 36 minutes,38134,117,1,2,697
Bus,Walk,Bus,2,25,10,10,10,0,5,0.05,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,15,60,63,60 - 63 minutes,11783,117,1,3,697
Walk,Bus,None,2,15,10,0,0,2,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,29,27 - 29 minutes,100,117,2,1,698
Uber/Lyft,Walk,None,25,10,15,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,33,30 - 33 minutes,18806,117,2,2,698
Taxi,None,None,10,25,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,32,30 - 32 minutes,1991,117,2,3,698
Walk,Bus,Uber/Lyft,10,15,15,15,0,10,2,0.1,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,45,12,57,63,57 - 63 minutes,25026,117,3,1,699
Walk,Bus,Taxi,20,15,10,10,0,2,10,0.2,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,35,12,47,57,47 - 57 minutes,46831,117,3,2,699
Bus,Bus,Walk,2,15,20,10,2,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,7,52,58,52 - 58 minutes,21805,117,3,3,699
Uber/Lyft,None,None,15,10,0,0,10,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,20,22,20 - 22 minutes,19852,117,4,1,700
Bus,Bus,Walk,2,25,15,15,10,5,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,15,70,74,70 - 74 minutes,7396,117,4,2,700
Bus,Bus,Walk,5,10,10,15,2,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,4,39,47,39 - 47 minutes,34279,117,4,3,700
Uber/Lyft,Walk,None,15,25,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,45,37 - 45 minutes,33555,117,5,1,701
Bus,Walk,None,10,30,15,0,10,0,0,0.1,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,10,55,61,55 - 61 minutes,20489,117,5,2,701
Uber/Lyft,Walk,None,10,10,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,10,30,36,30 - 36 minutes,36465,117,5,3,701
Bus,Bus,Walk,5,10,15,10,2,5,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,7,42,51,42 - 51 minutes,38143,117,6,1,702
Taxi,None,None,25,20,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,10,30,36,30 - 36 minutes,36656,117,6,2,702
Bus,Walk,Taxi,30,25,10,10,2,0,5,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,45,7,52,55,52 - 55 minutes,10539,117,6,3,702
Taxi,None,None,20,15,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,2,17,18,17 - 18 minutes,154,118,1,1,703
Bus,Bus,Walk,2,10,10,15,10,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,12,47,57,47 - 57 minutes,37357,118,1,2,703
Bus,None,None,5,10,0,0,10,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,10,20,24,20 - 24 minutes,36451,118,1,3,703
Bus,Taxi,None,10,30,10,0,2,5,0,0.1,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,40,7,47,52,47 - 52 minutes,21478,118,2,1,704
Bus,Walk,Uber/Lyft,25,30,15,10,2,0,2,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,55,4,59,65,59 - 65 minutes,17401,118,2,2,704
Bus,None,None,5,25,0,0,5,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,5,30,36,30 - 36 minutes,35230,118,2,3,704
Bus,Walk,Taxi,15,15,15,10,2,0,2,0.2,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,40,4,44,53,44 - 53 minutes,33804,118,3,1,705
Uber/Lyft,Walk,None,30,30,15,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,45,2,47,50,47 - 50 minutes,786,118,3,2,705
Bus,Walk,Bus,5,20,15,20,5,0,5,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,10,65,72,65 - 72 minutes,28297,118,3,3,705
Uber/Lyft,None,None,10,25,0,0,2,0,0,0.05,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,2,27,29,27 - 29 minutes,285,118,4,1,706
Bus,Uber/Lyft,None,15,20,10,0,10,5,0,0.05,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,15,45,48,45 - 48 minutes,6775,118,4,2,706
Walk,Bus,Walk,2,10,20,10,0,10,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,56,50 - 56 minutes,24646,118,4,3,706
Bus,Bus,None,2,15,10,0,10,5,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,15,40,48,40 - 48 minutes,39967,118,5,1,707
Walk,Bus,Walk,10,15,15,10,0,2,0,0.1,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,2,42,47,42 - 47 minutes,17171,118,5,2,707
Taxi,Bus,None,15,15,20,0,10,5,0,0.1,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,35,15,50,56,50 - 56 minutes,23752,118,5,3,707
Taxi,None,None,15,10,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,22,20 - 22 minutes,19853,118,6,1,708
Walk,Bus,None,10,15,10,0,0,2,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,29,27 - 29 minutes,124,118,6,2,708
Bus,Bus,Walk,2,30,10,10,5,5,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,10,60,63,60 - 63 minutes,5970,118,6,3,708
Bus,None,None,5,25,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,2,27,29,27 - 29 minutes,279,119,1,1,709
Bus,Bus,Walk,5,15,20,10,2,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,4,49,59,49 - 59 minutes,34106,119,1,2,709
Taxi,Walk,None,20,20,15,0,10,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,10,45,48,45 - 48 minutes,3759,119,1,3,709
Bus,None,None,10,10,0,0,10,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,10,20,21,20 - 21 minutes,3213,119,2,1,710
Uber/Lyft,Walk,None,20,25,15,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,50,45 - 50 minutes,18991,119,2,2,710
Bus,None,None,10,20,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,24,22 - 24 minutes,209,119,2,3,710
Walk,Bus,None,10,15,20,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,5,40,44,40 - 44 minutes,21818,119,3,1,711
Taxi,None,None,20,30,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,5,35,42,35 - 42 minutes,35345,119,3,2,711
Bus,None,None,10,25,0,0,10,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,10,35,37,35 - 37 minutes,3447,119,3,3,711
Bus,Uber/Lyft,None,25,30,10,0,10,5,0,0.2,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,40,15,55,66,55 - 66 minutes,40111,119,4,1,712
Bus,Bus,Walk,10,25,10,15,10,5,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,15,65,78,65 - 78 minutes,40568,119,4,2,712
Uber/Lyft,Walk,None,10,20,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,5,40,48,40 - 48 minutes,35525,119,4,3,712
Bus,None,None,5,20,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,24,22 - 24 minutes,201,119,5,1,713
Bus,Bus,Walk,10,15,10,15,10,10,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,20,60,66,60 - 66 minutes,26811,119,5,2,713
Uber/Lyft,Walk,None,25,25,15,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,47,42 - 47 minutes,17334,119,5,3,713
Walk,Bus,None,2,10,15,0,0,5,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,5,30,33,30 - 33 minutes,21511,119,6,1,714
Bus,None,None,10,30,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,2,32,39,32 - 39 minutes,33611,119,6,2,714
Walk,Bus,None,5,10,10,0,0,10,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20,10,30,36,30 - 36 minutes,40805,119,6,3,714
Bus,Walk,Taxi,15,25,15,10,2,0,5,0.05,3,Taxi,Bus|Walk|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,7,57,60,57 - 60 minutes,10639,120,1,1,715
Uber/Lyft,Walk,None,30,25,15,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,60,50 - 60 minutes,37089,120,1,2,715
Taxi,None,None,20,15,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,21,20 - 21 minutes,1865,120,1,3,715
Walk,Bus,None,10,15,15,0,0,2,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,2,32,36,32 - 36 minutes,17157,120,2,1,716
Bus,Bus,Bus,10,15,20,20,10,10,2,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55,22,77,81,77 - 81 minutes,10440,120,2,2,716
Taxi,None,None,10,25,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,37,35 - 37 minutes,3446,120,2,3,716
Uber/Lyft,Bus,None,15,20,15,0,2,5,0,0.2,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,35,7,42,51,42 - 51 minutes,38266,120,3,1,717
Uber/Lyft,Walk,None,30,15,10,0,5,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,32,30 - 32 minutes,1894,120,3,2,717
Taxi,None,None,30,20,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,5,25,30,25 - 30 minutes,35213,120,3,3,717
Taxi,None,None,25,25,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,37,35 - 37 minutes,3488,120,4,1,718
Taxi,None,None,15,20,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,2,22,25,22 - 25 minutes,16849,120,4,2,718
Bus,Bus,None,5,20,10,0,2,10,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,12,42,51,42 - 51 minutes,40917,120,4,3,718
Uber/Lyft,Bus,Walk,20,10,15,10,2,10,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,35,12,47,50,47 - 50 minutes,7825,120,5,1,719
Walk,Bus,Walk,2,15,15,15,0,5,0,0.2,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,5,50,60,50 - 60 minutes,38746,120,5,2,719
Bus,Bus,Walk,2,20,10,10,5,5,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,60,50 - 60 minutes,39138,120,5,3,719
Walk,Bus,Uber/Lyft,30,15,20,10,0,5,2,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,45,7,52,63,52 - 63 minutes,38478,120,6,1,720
